time,seconds_elapsed,dBFS
1733404645974000000,39.28100024414063,-40
1733404646091000000,39.398,-14
1733404646208000000,39.515,-29
1733404646326000000,39.633000244140625,-33
1733404646443000000,39.75,-41
1733404646560000000,39.867,-7
1733404646678000000,39.98500024414062,-10
1733404646794000000,40.10099975585938,-42
1733404646911000000,40.218,-43
1733404647028000000,40.335,-44
1733404647148000000,40.455,-40
1733404647263000000,40.57,-18
1733404647380000000,40.687,-38
1733404647499000000,40.806,-42
1733404647614000000,40.92100024414062,-42
1733404647731000000,41.038,-47
1733404647848000000,41.155,-14
1733404647966000000,41.273000244140626,-19
1733404648083000000,41.39,-40
1733404648200000000,41.507,-43
1733404648317000000,41.624,-33
1733404648438000000,41.74500024414063,-32
1733404648551000000,41.858,-56
1733404648669000000,41.976,-51
1733404648788000000,42.095,-37
1733404648903000000,42.21,-43
1733404649021000000,42.328,-31
